farm_id,state,crop,variety,planting_date,area_ha,expected_yield_t_ha,harvest_date,actual_yield_t_ha
FARM-003723,Kebbi,sorghum,SORGHUM-V3,2022-06-15,2.08,1.07,2022-10-03,1.57
FARM-014724,Plateau,yam,YAM-LOCAL,2024-03-25,1.73,10.86,2024-11-26,12.06
FARM-035627,Taraba,groundnut,GROUNDNUT-V2,2023-06-22,1.74,1.38,2023-10-08,0.56
FARM-034150,Kaduna,cassava,CASSAVA-V3,2024-06-19,1.04,9.58,2025-04-20,6.17
FARM-045231,Katsina,maize,MAIZE-V2,2023-11-18,0.45,1.72,2024-03-08,0.5
FARM-036805,Abia,cocoa,COCOA-V2,2023-01-24,1.19,0.42,2023-10-16,0.5
FARM-015936,Anambra,maize,MAIZE-V1,2022-10-02,1.42,2.41,2023-01-07,2.01
FARM-029787,Plateau,cocoa,COCOA-V3,2024-09-08,1.36,0.41,2025-06-09,0.38
FARM-011631,Ekiti,oil_palm,OIL_PALM-LOCAL,2024-05-15,2.71,4.25,2024-08-20,4.86
FARM-018836,FCT,sorghum,SORGHUM-V3,2024-05-11,3.58,1.39,2024-08-26,2.08
FARM-012157,Osun,groundnut,GROUNDNUT-V1,2022-06-28,1.37,1.2,2022-10-21,0.65
FARM-004926,Bayelsa,cocoa,COCOA-V3,2024-04-16,12.66,0.36,2025-03-06,0.32
FARM-013461,Bauchi,maize,MAIZE-LOCAL,2024-05-06,1.1,2.23,2024-09-01,1.52
FARM-039785,Niger,millet,MILLET-V2,2023-07-23,1.47,1.13,2023-11-01,1.62
FARM-036427,Zamfara,sorghum,SORGHUM-V2,2024-07-24,1.73,0.98,2024-11-14,1.93
FARM-017247,Imo,cassava,CASSAVA-V1,2022-01-07,4.88,10.95,2023-01-30,11.41
FARM-039556,Rivers,sorghum,SORGHUM-LOCAL,2022-07-19,0.53,1.63,2022-11-13,2.04
FARM-039188,FCT,oil_palm,OIL_PALM-V3,2024-08-17,1.03,3.39,2024-12-13,3.73
FARM-002530,Gombe,cassava,CASSAVA-V2,2022-02-06,1.24,10.71,2022-12-23,12.1
FARM-045548,Imo,cocoa,COCOA-V3,2024-08-26,3.91,0.45,2025-06-01,0.5
FARM-048447,Edo,maize,MAIZE-V1,2022-06-25,1.62,2.2,2022-10-19,2.38
FARM-038953,Benue,sorghum,SORGHUM-V3,2024-05-20,0.92,1.42,2024-09-20,1.63
FARM-004866,Edo,groundnut,GROUNDNUT-LOCAL,2022-07-22,0.77,1.71,2022-11-05,1.42
FARM-015915,Akwa Ibom,yam,YAM-LOCAL,2022-02-05,4.12,13.91,2022-10-21,13.47
FARM-020719,Bauchi,rice,RICE-V2,2023-07-08,2.52,3.21,2023-11-20,3.54
FARM-037173,Kogi,maize,MAIZE-V3,2023-04-04,1.24,2.2,2023-07-06,2.48
FARM-032193,Bayelsa,cocoa,COCOA-LOCAL,2023-10-05,4.48,0.47,2024-06-14,0.66
FARM-036498,Taraba,groundnut,GROUNDNUT-LOCAL,2022-05-27,1.28,1.54,2022-08-26,1.91
FARM-003823,Jigawa,maize,MAIZE-LOCAL,2024-10-27,0.71,1.6,2025-02-04,1.33
FARM-036344,Yobe,cocoa,COCOA-V3,2022-12-25,0.94,0.16,2023-08-21,0.1
FARM-015795,Kano,oil_palm,OIL_PALM-LOCAL,2023-03-18,0.66,2.46,2023-07-02,3.51
FARM-025725,Osun,groundnut,GROUNDNUT-V3,2023-06-06,2.37,1.51,2023-09-07,2.5
FARM-034456,Kogi,soybean,SOYBEAN-V3,2024-11-25,2.04,1.72,2025-03-01,1.61
FARM-018686,Bayelsa,groundnut,GROUNDNUT-V1,2024-05-08,6.08,1.37,2024-09-04,1.28
FARM-024376,Akwa Ibom,rice,RICE-V3,2023-05-15,1.4,3.14,2023-10-02,2.34
FARM-012943,Ekiti,oil_palm,OIL_PALM-V3,2024-10-26,1.42,4.21,2025-02-21,5.01
FARM-013145,Kaduna,rice,RICE-V1,2022-07-21,1.81,2.5,2022-12-07,4.15
FARM-027177,Kano,millet,MILLET-V1,2022-05-15,2.51,0.85,2022-09-04,1.04
FARM-031252,Ekiti,cassava,CASSAVA-V1,2023-04-05,5.41,9.19,2024-09-23,8.05
FARM-018934,Lagos,cocoa,COCOA-V1,2023-07-13,0.51,0.43,2024-04-23,0.51
FARM-010305,Taraba,sorghum,SORGHUM-V3,2023-06-25,1.36,1.57,2023-10-30,2.22
FARM-042755,Kano,sorghum,SORGHUM-LOCAL,2023-07-06,2.21,1.03,2023-10-17,1.12
FARM-009272,Delta,sorghum,SORGHUM-V1,2022-05-09,2.46,1.52,2022-08-23,1.72
FARM-031245,Rivers,maize,MAIZE-LOCAL,2022-06-25,0.42,2.42,2022-09-29,2.05
FARM-041108,Niger,sorghum,SORGHUM-V2,2023-05-15,3.86,1.2,2023-08-27,1.73
FARM-018972,Katsina,yam,YAM-V3,2024-04-27,1.37,8.42,2024-11-30,6.68
FARM-035287,Zamfara,soybean,SOYBEAN-V1,2023-12-05,0.86,1.04,2024-03-11,0.54
FARM-014129,Yobe,millet,MILLET-V2,2024-07-01,1.22,0.57,2024-10-19,0.9
FARM-010807,Bayelsa,cocoa,COCOA-V3,2024-08-12,1.08,0.48,2025-04-02,0.48
FARM-038272,Ondo,groundnut,GROUNDNUT-LOCAL,2024-05-26,3.21,1.39,2024-09-14,1.57
FARM-042021,Niger,sorghum,SORGHUM-V1,2022-05-24,1.53,1.51,2022-09-22,1.9
FARM-019367,Edo,yam,YAM-V2,2023-04-26,4.06,14.07,2024-01-13,13.23
FARM-022927,Sokoto,rice,RICE-V2,2024-05-09,2.4,2.39,2024-10-04,2.44
FARM-018846,Bayelsa,cocoa,COCOA-V3,2022-01-25,0.26,0.4,2022-09-05,0.43
FARM-020989,Taraba,cocoa,COCOA-V1,2023-07-21,0.53,0.36,2024-06-21,0.59
FARM-031088,Ogun,millet,MILLET-V3,2024-05-08,0.98,1.57,2024-08-27,1.87
FARM-041541,Bayelsa,rice,RICE-LOCAL,2022-05-11,1.82,2.49,2022-09-21,3.22
FARM-044719,Gombe,oil_palm,OIL_PALM-LOCAL,2024-06-05,1.19,2.95,2024-09-11,4.77
FARM-030492,Gombe,cassava,CASSAVA-V1,2024-09-01,1.2,8.38,2025-10-15,8.84
FARM-019801,Kogi,maize,MAIZE-V3,2024-05-03,2.48,2.41,2024-08-18,1.89
FARM-023663,Niger,soybean,SOYBEAN-V2,2022-08-02,0.53,1.62,2022-11-11,1.79
FARM-049304,Gombe,maize,MAIZE-V3,2023-10-05,0.37,2.43,2024-01-08,1.47
FARM-043861,Sokoto,groundnut,GROUNDNUT-LOCAL,2024-05-17,0.37,1.03,2024-09-03,1.99
FARM-021105,Katsina,rice,RICE-V2,2022-05-24,0.63,2.19,2022-09-26,1.06
FARM-011375,Adamawa,maize,MAIZE-V1,2023-05-02,0.67,1.81,2023-08-03,1.92
FARM-041215,Imo,sorghum,SORGHUM-LOCAL,2023-06-14,1.55,1.8,2023-09-30,1.64
FARM-040337,Kebbi,cocoa,COCOA-V1,2022-01-10,1.56,0.34,2022-07-13,0.44
FARM-014985,Imo,rice,RICE-V1,2023-06-22,1.02,2.54,2023-10-30,1.39
FARM-001370,FCT,yam,YAM-LOCAL,2023-03-24,1.9,12.46,2024-01-08,13.54
FARM-007878,Nasarawa,soybean,SOYBEAN-V3,2024-11-27,1.31,1.45,2025-03-07,2.18
FARM-018401,Ekiti,millet,MILLET-V1,2024-05-06,1.7,1.17,2024-08-13,1.15
FARM-042583,Cross River,soybean,SOYBEAN-V1,2022-10-21,1.83,1.7,2023-02-09,1.85
FARM-038621,Kaduna,cassava,CASSAVA-V3,2022-03-01,0.36,9.13,2023-08-21,6.51
FARM-018013,Enugu,rice,RICE-V1,2024-05-26,1.26,3.48,2024-10-17,3.81
FARM-008020,Ebonyi,maize,MAIZE-V3,2023-06-11,2.53,2.29,2023-09-15,2.84
FARM-034549,Enugu,cocoa,COCOA-V3,2024-02-11,1.95,0.49,2024-10-25,0.44
FARM-046583,Kebbi,cocoa,COCOA-V2,2023-10-14,1.28,0.33,2024-05-13,0.19
FARM-021682,Nasarawa,sorghum,SORGHUM-V1,2024-05-21,0.62,1.52,2024-09-14,0.88
FARM-000444,Ogun,groundnut,GROUNDNUT-V3,2023-06-16,6.92,1.19,2023-09-30,1.44
FARM-022341,Kaduna,groundnut,GROUNDNUT-LOCAL,2024-06-06,1.2,1.1,2024-09-13,0.85
FARM-034543,Osun,cocoa,COCOA-V2,2023-05-21,2.11,0.42,2024-04-06,0.32
FARM-008669,Benue,groundnut,GROUNDNUT-LOCAL,2024-07-09,4.05,1.26,2024-11-03,0.93
FARM-038356,Nasarawa,maize,MAIZE-LOCAL,2024-11-27,1.69,1.92,2025-03-17,2.62
FARM-010067,Benue,soybean,SOYBEAN-V1,2024-11-08,2.7,1.76,2025-02-21,1.11
FARM-021170,Ekiti,oil_palm,OIL_PALM-V1,2023-04-13,2.75,4.45,2023-07-30,4.14
FARM-046908,Akwa Ibom,rice,RICE-V2,2022-06-10,1.02,3.69,2022-10-25,4.01
FARM-000093,Adamawa,sorghum,SORGHUM-LOCAL,2024-05-20,0.81,1.06,2024-09-17,0.58
FARM-026921,Imo,cassava,CASSAVA-V2,2024-04-25,0.86,11.66,2025-09-02,11.7
FARM-008195,Osun,groundnut,GROUNDNUT-V3,2022-07-01,0.65,1.67,2022-10-22,2.02
FARM-023926,Osun,cocoa,COCOA-LOCAL,2024-12-05,1.52,0.43,2025-07-31,0.42
FARM-045823,Plateau,rice,RICE-V3,2024-06-01,2.6,2.46,2024-10-07,1.9
FARM-004189,Edo,maize,MAIZE-LOCAL,2023-05-20,4.3,1.85,2023-08-25,1.26
FARM-009234,Akwa Ibom,oil_palm,OIL_PALM-V2,2024-05-17,0.41,3.33,2024-09-10,3.01
FARM-036596,Kano,cassava,CASSAVA-V1,2022-07-15,0.32,7.11,2023-11-09,5.64
FARM-021391,Jigawa,cassava,CASSAVA-V1,2022-06-13,6.88,7.18,2023-06-01,8.66
FARM-002391,Adamawa,millet,MILLET-LOCAL,2022-06-22,0.5,1.01,2022-10-01,1.44
FARM-000785,Zamfara,groundnut,GROUNDNUT-V2,2022-07-10,0.77,0.89,2022-10-26,0.92
FARM-046467,Niger,millet,MILLET-V3,2024-05-01,0.57,1.12,2024-08-08,1.06
FARM-028257,Ogun,oil_palm,OIL_PALM-V2,2023-09-25,0.45,4.06,2023-12-27,2.54
FARM-033216,Yobe,sorghum,SORGHUM-V1,2022-05-20,3.22,0.56,2022-09-16,0.3
FARM-023398,Cross River,soybean,SOYBEAN-V2,2024-08-04,3.17,1.95,2024-11-22,2.43
FARM-019239,Delta,sorghum,SORGHUM-LOCAL,2022-07-17,3.91,1.79,2022-11-08,1.28
FARM-043578,Taraba,millet,MILLET-V3,2022-06-25,4.38,1.4,2022-09-24,1.63
FARM-015393,Akwa Ibom,yam,YAM-LOCAL,2024-04-25,1.49,12.3,2024-12-10,13.83
FARM-004290,Kaduna,sorghum,SORGHUM-V2,2022-07-28,0.88,1.26,2022-11-23,1.16
FARM-001895,Lagos,cassava,CASSAVA-V3,2022-10-21,0.54,10.45,2023-09-25,8.2
FARM-047582,Katsina,millet,MILLET-LOCAL,2023-07-19,1.97,0.91,2023-11-11,0.98
FARM-041363,Imo,sorghum,SORGHUM-V2,2023-05-12,0.43,1.42,2023-08-24,2.06
FARM-017296,Niger,groundnut,GROUNDNUT-V3,2023-06-16,2.79,1.29,2023-10-03,1.17
FARM-040877,Cross River,maize,MAIZE-V3,2023-06-09,0.76,2.3,2023-09-16,1.34
FARM-030108,Bayelsa,cocoa,COCOA-V2,2022-08-20,2.56,0.42,2023-04-24,0.53
FARM-014341,Katsina,yam,YAM-V2,2023-04-19,1.46,9.4,2023-11-30,12.39
FARM-021721,Kogi,cassava,CASSAVA-V2,2024-06-14,1.21,9.51,2025-10-22,10.72
FARM-032095,Lagos,cassava,CASSAVA-LOCAL,2022-06-08,1.93,10.81,2023-10-16,9.63
FARM-021543,Ekiti,cocoa,COCOA-LOCAL,2024-10-02,1.1,0.38,2025-07-05,0.45
FARM-028262,Ogun,soybean,SOYBEAN-V1,2022-05-22,1.67,1.66,2022-08-29,1.92
FARM-017733,Kwara,cocoa,COCOA-V2,2024-12-14,2.12,0.41,2025-11-19,0.3
FARM-046639,Lagos,yam,YAM-V3,2023-02-10,0.72,11.61,2023-10-08,10.41
FARM-006069,Benue,maize,MAIZE-LOCAL,2024-06-01,0.72,2.02,2024-09-21,2.17
FARM-041388,Adamawa,millet,MILLET-LOCAL,2022-06-01,0.53,0.8,2022-09-26,0.3
FARM-001386,Enugu,cassava,CASSAVA-V2,2023-10-06,2.65,9.81,2024-10-25,11.62
FARM-020397,Ogun,cocoa,COCOA-V3,2022-06-24,2.45,0.52,2023-01-11,0.41
FARM-046375,Ondo,yam,YAM-V1,2023-03-27,1.45,11.05,2023-12-03,7.75
FARM-005514,Sokoto,oil_palm,OIL_PALM-V1,2023-11-27,3.23,2.38,2024-03-07,1.0
FARM-013636,Imo,groundnut,GROUNDNUT-V3,2022-07-03,2.1,1.6,2022-10-19,1.48
FARM-035652,Cross River,rice,RICE-V3,2023-07-11,2.61,2.8,2023-11-21,3.28
FARM-002733,Kwara,sorghum,SORGHUM-V1,2022-07-11,5.49,1.25,2022-11-05,0.35
FARM-003659,Gombe,sorghum,SORGHUM-V1,2023-06-17,0.29,1.26,2023-09-30,1.14
FARM-017593,FCT,oil_palm,OIL_PALM-V3,2024-04-13,1.05,3.0,2024-08-10,1.0
FARM-015311,Bauchi,groundnut,GROUNDNUT-LOCAL,2024-06-08,4.43,1.12,2024-09-08,0.94
FARM-032848,Plateau,soybean,SOYBEAN-V1,2022-11-11,0.63,1.56,2023-03-05,1.28
FARM-037565,Akwa Ibom,rice,RICE-V2,2023-07-01,1.36,3.28,2023-11-21,3.54
FARM-004058,Kaduna,rice,RICE-V2,2022-06-11,0.59,3.08,2022-10-14,3.41
FARM-038905,Benue,cocoa,COCOA-V3,2024-10-01,2.55,0.4,2025-09-12,0.1
FARM-013181,Adamawa,rice,RICE-V1,2024-06-14,3.25,2.27,2024-11-09,3.0
FARM-000243,Sokoto,cocoa,COCOA-LOCAL,2023-01-21,4.8,0.39,2023-10-16,0.44
FARM-046708,Benue,cassava,CASSAVA-LOCAL,2024-12-03,7.69,9.03,2026-03-22,10.84
FARM-049415,Katsina,rice,RICE-V3,2023-05-13,2.43,1.8,2023-10-07,1.33
FARM-022845,Edo,rice,RICE-V3,2024-06-19,1.01,3.38,2024-10-19,3.53
FARM-010074,Niger,yam,YAM-V2,2024-04-04,1.07,10.72,2024-12-11,7.59
FARM-014566,Cross River,soybean,SOYBEAN-V3,2024-11-15,2.61,1.58,2025-02-17,1.33
FARM-028800,Nasarawa,cassava,CASSAVA-V1,2024-01-02,0.82,8.81,2025-03-11,11.36
FARM-008256,Katsina,soybean,SOYBEAN-V3,2024-10-13,0.48,1.3,2025-01-21,1.45
FARM-008983,Imo,cassava,CASSAVA-LOCAL,2024-08-07,0.81,10.23,2025-05-30,7.84
FARM-002738,Nasarawa,yam,YAM-V2,2024-04-19,4.04,12.36,2025-01-16,9.49
FARM-041708,Jigawa,rice,RICE-V3,2022-05-07,1.65,1.91,2022-09-17,2.82
FARM-028491,Rivers,millet,MILLET-V3,2023-06-23,2.68,1.37,2023-09-27,0.93
FARM-002621,Kano,yam,YAM-V2,2024-04-01,2.53,9.72,2024-12-07,10.38
FARM-046826,Bauchi,soybean,SOYBEAN-V2,2024-07-12,1.99,1.79,2024-10-25,2.1
FARM-004890,Cross River,cassava,CASSAVA-V3,2022-09-11,0.83,9.42,2024-01-06,8.71
FARM-018444,Delta,maize,MAIZE-V2,2024-11-21,3.0,1.88,2025-02-26,1.18
FARM-015259,Yobe,yam,YAM-V2,2022-04-18,0.53,5.4,2022-12-12,7.79
FARM-014648,Cross River,soybean,SOYBEAN-V2,2024-10-26,1.25,1.81,2025-01-28,1.66
FARM-046999,Akwa Ibom,cocoa,COCOA-LOCAL,2024-03-02,1.81,0.45,2024-09-11,0.61
FARM-020977,Plateau,soybean,SOYBEAN-V2,2022-08-26,1.41,1.48,2022-12-05,1.31
FARM-032176,Cross River,soybean,SOYBEAN-LOCAL,2024-06-16,2.84,1.46,2024-09-14,0.94
FARM-000940,Kwara,sorghum,SORGHUM-V1,2023-06-01,1.55,1.5,2023-09-09,1.28
FARM-038348,Borno,soybean,SOYBEAN-V2,2024-11-01,1.87,0.66,2025-02-12,0.92
FARM-046115,Kogi,rice,RICE-V1,2024-05-09,0.39,2.45,2024-10-05,2.81
FARM-042135,Osun,cocoa,COCOA-LOCAL,2023-01-25,0.95,0.38,2023-09-14,0.29
FARM-041990,Taraba,cassava,CASSAVA-V2,2024-02-25,0.74,10.89,2025-04-18,13.91
FARM-026023,Akwa Ibom,cocoa,COCOA-V3,2024-10-08,5.27,0.39,2025-05-12,0.34
FARM-035295,Kano,millet,MILLET-V2,2023-05-05,1.95,1.13,2023-08-05,1.27
FARM-048144,Oyo,soybean,SOYBEAN-V1,2022-04-27,2.32,1.79,2022-08-23,1.36
FARM-037327,Katsina,soybean,SOYBEAN-V1,2024-11-03,1.25,0.96,2025-02-09,1.51
FARM-008120,Niger,maize,MAIZE-LOCAL,2022-11-12,0.72,2.05,2023-02-12,1.61
FARM-031689,Osun,cocoa,COCOA-V3,2023-04-02,2.16,0.52,2024-03-01,0.54
FARM-023971,Nasarawa,groundnut,GROUNDNUT-LOCAL,2023-07-27,0.89,1.52,2023-10-31,1.92
FARM-040848,Kano,cocoa,COCOA-V1,2024-07-04,0.79,0.32,2025-02-20,0.27
FARM-035628,Enugu,millet,MILLET-V3,2024-07-06,1.15,1.16,2024-10-06,0.98
FARM-025582,Ondo,oil_palm,OIL_PALM-V1,2022-07-09,3.57,4.17,2022-10-28,5.09
FARM-049143,Akwa Ibom,maize,MAIZE-V2,2024-05-12,0.58,2.34,2024-08-14,2.18
FARM-014894,Kano,cassava,CASSAVA-LOCAL,2022-05-15,3.46,7.62,2023-02-09,8.77
FARM-036513,Rivers,sorghum,SORGHUM-LOCAL,2022-05-22,0.76,1.47,2022-08-31,1.21
FARM-044295,Akwa Ibom,cocoa,COCOA-LOCAL,2024-11-22,6.95,0.46,2025-11-19,0.74
FARM-039366,Abia,yam,YAM-V3,2023-02-24,0.51,13.92,2023-09-26,13.65
FARM-016809,Kaduna,rice,RICE-V1,2023-07-06,1.46,3.31,2023-11-13,2.77
FARM-026763,Bayelsa,groundnut,GROUNDNUT-LOCAL,2023-06-26,0.62,1.4,2023-10-11,1.74
FARM-020869,Ebonyi,sorghum,SORGHUM-LOCAL,2022-07-24,1.12,1.37,2022-11-30,0.98
FARM-047397,Taraba,cocoa,COCOA-V2,2024-09-09,1.76,0.43,2025-07-15,0.51
FARM-016631,Adamawa,cocoa,COCOA-V3,2022-11-03,1.0,0.33,2023-10-09,0.31
FARM-048843,Abia,groundnut,GROUNDNUT-V2,2024-05-09,0.94,1.66,2024-08-26,1.27
FARM-015024,Abia,rice,RICE-V2,2023-06-05,0.49,2.52,2023-10-04,2.91
FARM-040648,Plateau,soybean,SOYBEAN-LOCAL,2023-04-21,1.24,1.74,2023-08-12,2.25
FARM-045349,Delta,millet,MILLET-V1,2024-06-15,4.57,1.39,2024-09-22,1.47
FARM-004708,Zamfara,cocoa,COCOA-V3,2023-10-19,0.37,0.29,2024-08-07,0.23
FARM-025849,Borno,rice,RICE-V3,2024-07-20,1.01,0.92,2024-11-24,1.0
FARM-048279,Sokoto,groundnut,GROUNDNUT-LOCAL,2022-06-20,1.02,0.96,2022-09-22,0.91
FARM-023799,Kwara,soybean,SOYBEAN-V1,2024-12-11,0.39,1.51,2025-03-28,1.18
FARM-045823,Gombe,millet,MILLET-V2,2023-06-05,2.29,1.19,2023-09-04,1.21
FARM-017911,Cross River,cocoa,COCOA-V3,2024-03-21,0.57,0.41,2024-12-30,0.22
FARM-001518,Kwara,soybean,SOYBEAN-V2,2022-07-17,1.8,1.54,2022-11-02,1.83
FARM-014723,Rivers,soybean,SOYBEAN-V3,2024-11-08,2.12,1.62,2025-02-12,1.38
FARM-004516,Ekiti,millet,MILLET-V2,2022-07-04,3.06,1.15,2022-10-13,0.87
FARM-025295,Kwara,groundnut,GROUNDNUT-V2,2022-05-02,1.51,1.4,2022-08-03,1.22
FARM-023216,Ebonyi,groundnut,GROUNDNUT-V1,2022-07-24,0.51,1.21,2022-11-11,1.41
FARM-024202,Bauchi,yam,YAM-LOCAL,2024-02-14,4.6,10.25,2024-10-10,11.92
FARM-037465,Gombe,groundnut,GROUNDNUT-V2,2024-06-10,0.7,1.42,2024-09-27,1.01
FARM-002829,Benue,cassava,CASSAVA-V3,2024-03-28,1.63,8.29,2025-07-25,8.01
FARM-047867,Ebonyi,maize,MAIZE-V1,2022-10-16,1.3,2.12,2023-01-20,1.46
FARM-020865,Akwa Ibom,groundnut,GROUNDNUT-V3,2024-05-07,0.67,1.38,2024-08-07,1.8
FARM-013282,Sokoto,rice,RICE-V2,2024-06-14,0.51,2.68,2024-10-25,2.79
FARM-017359,Cross River,sorghum,SORGHUM-V2,2022-06-20,0.78,1.81,2022-10-23,1.19
FARM-021684,Yobe,soybean,SOYBEAN-LOCAL,2023-04-12,0.79,0.75,2023-07-28,0.84
FARM-025719,Abia,oil_palm,OIL_PALM-V2,2022-10-13,0.65,4.3,2023-01-11,1.56
FARM-004011,Ondo,yam,YAM-V2,2022-03-14,1.34,12.28,2022-10-31,12.03
FARM-049438,Nasarawa,soybean,SOYBEAN-V2,2023-06-14,1.5,1.39,2023-09-18,1.22
FARM-035585,Kebbi,cocoa,COCOA-V1,2024-12-26,0.65,0.35,2025-10-16,0.4
FARM-006484,Zamfara,yam,YAM-V2,2022-02-05,0.58,6.77,2022-10-15,5.09
FARM-018130,Katsina,cassava,CASSAVA-LOCAL,2023-11-04,2.12,5.73,2024-08-03,4.0
FARM-048500,Taraba,soybean,SOYBEAN-LOCAL,2022-02-28,3.33,1.37,2022-06-19,0.99
FARM-021645,Akwa Ibom,cocoa,COCOA-V1,2023-01-14,0.24,0.51,2023-10-23,0.62
FARM-027236,Katsina,rice,RICE-V2,2024-06-10,0.9,2.35,2024-10-21,2.25
FARM-038496,Kwara,yam,YAM-LOCAL,2023-03-25,0.38,12.65,2024-01-13,12.18
FARM-039031,Kwara,oil_palm,OIL_PALM-V3,2022-11-26,0.39,3.93,2023-03-19,5.47
FARM-025500,Borno,rice,RICE-V1,2022-05-27,2.59,1.24,2022-10-03,1.0
FARM-022952,Abia,maize,MAIZE-V3,2023-10-06,2.09,2.65,2024-01-27,2.45
FARM-048001,Osun,soybean,SOYBEAN-V1,2023-09-18,3.71,1.5,2024-01-12,1.33
FARM-006550,Delta,rice,RICE-V1,2024-06-21,1.91,2.5,2024-10-26,2.48
FARM-027158,Edo,sorghum,SORGHUM-LOCAL,2023-06-16,0.96,1.6,2023-10-01,2.16
FARM-026209,Kano,cassava,CASSAVA-V1,2022-01-18,0.84,7.74,2023-02-22,6.24
FARM-042052,Benue,soybean,SOYBEAN-V1,2024-05-17,0.85,1.53,2024-09-04,1.82
FARM-047203,Taraba,cassava,CASSAVA-V3,2023-06-10,1.29,9.36,2024-09-02,9.96
FARM-045006,Edo,maize,MAIZE-V3,2022-06-26,2.52,2.34,2022-10-22,2.79
FARM-039676,Delta,cocoa,COCOA-V1,2023-09-10,4.47,0.47,2024-08-01,0.52
FARM-027428,Ebonyi,maize,MAIZE-V1,2024-06-01,0.86,1.85,2024-09-04,1.95
FARM-034181,Rivers,millet,MILLET-V3,2023-05-10,0.65,1.44,2023-09-02,1.62
FARM-048976,Plateau,millet,MILLET-LOCAL,2022-06-17,1.45,1.35,2022-09-26,0.94
FARM-018814,Kebbi,soybean,SOYBEAN-V1,2023-09-18,1.82,1.19,2024-01-08,0.5
FARM-033502,Kaduna,sorghum,SORGHUM-V1,2023-07-18,1.44,1.4,2023-11-22,1.63
FARM-007832,Kaduna,cassava,CASSAVA-V1,2022-11-02,0.68,9.21,2024-02-03,9.28
FARM-000241,Enugu,millet,MILLET-V1,2024-07-26,5.87,1.38,2024-11-21,1.63
FARM-039458,Cross River,cassava,CASSAVA-V3,2023-09-13,0.35,9.89,2024-08-25,10.8
FARM-025929,Imo,cassava,CASSAVA-V2,2024-11-26,0.78,8.99,2025-10-12,10.34
FARM-042956,Imo,cocoa,COCOA-LOCAL,2022-12-09,0.72,0.51,2023-09-16,0.56
FARM-028190,Kaduna,millet,MILLET-V1,2023-07-22,1.12,1.4,2023-10-30,1.58
FARM-007384,Ebonyi,cassava,CASSAVA-LOCAL,2024-02-07,1.43,11.12,2025-03-13,6.45
FARM-047365,Ogun,rice,RICE-V2,2022-06-22,1.48,3.11,2022-11-17,2.25
FARM-049327,Ogun,sorghum,SORGHUM-LOCAL,2022-05-22,0.47,1.77,2022-09-06,0.3
FARM-007741,Kogi,sorghum,SORGHUM-V2,2024-07-27,1.74,1.21,2024-11-08,1.01
FARM-021453,Adamawa,rice,RICE-LOCAL,2022-07-04,0.97,2.23,2022-11-26,2.07
FARM-012685,Borno,soybean,SOYBEAN-LOCAL,2022-04-05,1.17,0.59,2022-07-27,0.9
FARM-016670,Ogun,oil_palm,OIL_PALM-V1,2023-11-14,3.85,3.38,2024-02-22,4.16
FARM-009304,Akwa Ibom,rice,RICE-LOCAL,2022-07-28,1.11,3.53,2022-12-14,5.51
FARM-002952,Imo,soybean,SOYBEAN-V3,2024-03-06,0.58,1.38,2024-06-16,0.5
FARM-023753,Oyo,rice,RICE-LOCAL,2022-07-06,1.53,3.47,2022-11-12,2.31
FARM-021570,Bayelsa,oil_palm,OIL_PALM-V1,2023-10-02,0.82,3.43,2024-01-23,4.2
FARM-036407,Ekiti,millet,MILLET-V2,2023-06-09,1.7,1.3,2023-09-07,0.73
FARM-041409,Adamawa,sorghum,SORGHUM-V2,2023-07-16,0.84,1.2,2023-11-06,0.86
FARM-011852,Cross River,oil_palm,OIL_PALM-LOCAL,2024-10-16,1.8,3.31,2025-01-29,3.6
FARM-043547,Enugu,soybean,SOYBEAN-V1,2024-07-08,0.47,1.87,2024-10-28,2.23
FARM-018269,Niger,soybean,SOYBEAN-LOCAL,2023-12-12,0.46,1.77,2024-03-14,1.54
FARM-017470,Plateau,oil_palm,OIL_PALM-V2,2022-10-19,2.17,3.02,2023-02-15,1.43
FARM-019814,Zamfara,rice,RICE-V1,2024-06-07,1.09,1.79,2024-10-07,1.0
FARM-032874,Abia,cassava,CASSAVA-V3,2024-03-21,0.9,8.43,2025-07-31,8.79
FARM-007839,Katsina,cassava,CASSAVA-V2,2022-06-16,1.43,7.02,2023-11-23,6.94
FARM-025414,FCT,rice,RICE-V1,2023-05-03,0.74,2.39,2023-09-10,1.92
FARM-033110,Niger,rice,RICE-V1,2024-07-22,1.43,2.81,2024-11-20,3.23
FARM-032064,Delta,yam,YAM-V3,2024-04-06,1.55,13.93,2025-01-04,17.23
FARM-046770,Kaduna,maize,MAIZE-V2,2024-10-12,2.52,2.36,2025-02-04,1.59
FARM-013512,Plateau,maize,MAIZE-V2,2024-10-04,0.73,2.46,2025-01-05,1.9
FARM-048687,Niger,millet,MILLET-V2,2022-05-17,1.55,1.0,2022-08-23,0.81
FARM-017327,Lagos,cocoa,COCOA-V2,2022-10-02,0.78,0.45,2023-06-04,0.26
FARM-021810,Ebonyi,maize,MAIZE-V1,2022-11-06,0.5,2.42,2023-02-22,2.33
FARM-008565,Delta,maize,MAIZE-LOCAL,2023-05-07,0.83,2.03,2023-08-13,2.6
FARM-035630,Nasarawa,cocoa,COCOA-V1,2024-08-06,1.36,0.37,2025-02-28,0.43
