N,P,K,temperature,humidity,ph,rainfall,soil_texture,label
591.42,11.24,247.76,23.08,82.18,6.53,249.99,Loamy,cocoa
996.98,24.46,287.32,26.63,88.6,4.56,256.32,Clay,oil_palm
736.21,25.65,125.76,22.76,80.89,5.83,193.51,Clay,rice
543.48,11.79,109.32,31.39,55.46,5.78,62.42,Loamy,sorghum
988.91,13.35,114.15,23.03,83.71,5.62,200.85,Clay,rice
970.83,14.21,124.63,23.61,83.35,6.02,204.24,Clay,rice
475.76,6.86,65.87,29.14,33.78,5.9,64.41,Sandy,millet
605.81,10.53,286.18,29.88,73.71,5.21,147.59,Sandy,cassava
236.97,4.67,68.57,29.59,31.99,5.97,49.94,Loamy,millet
782.49,17.61,240.68,29.9,64.09,6.38,163.84,Loamy,yam
655.94,14.03,216.38,24.94,77.66,6.28,252.19,Clay,cocoa
409.63,4.42,79.61,32.38,51.36,6.66,55.59,Sandy,sorghum
308.14,9.47,85.54,26.23,37.82,6.2,75.32,Sandy,sorghum
777.99,14.32,314.94,28.03,71.51,6.62,146.26,Loamy,yam
958.18,19.49,79.08,20.74,79.77,6.9,208.78,Loamy,rice
1179.38,12.39,84.6,23.84,57.14,5.77,68.58,Clay,maize
731.35,19.49,229.0,31.47,80.4,4.87,251.98,Loamy,oil_palm
807.56,8.86,187.09,27.45,80.32,6.26,295.22,Clay,cocoa
714.94,16.49,261.38,27.77,65.37,5.61,163.25,Sandy,yam
1027.95,24.22,121.26,24.06,63.51,6.5,94.73,Loamy,maize
843.69,11.5,272.63,26.76,79.04,4.31,251.02,Clay,oil_palm
995.05,9.8,269.81,26.04,89.56,6.61,247.4,Loamy,cocoa
1037.38,20.11,342.61,28.62,89.31,5.77,270.15,Loamy,oil_palm
779.63,11.88,149.21,25.14,80.81,6.4,288.86,Loamy,rice
727.4,17.11,176.26,23.83,56.64,6.62,80.47,Loamy,maize
685.61,9.43,194.97,29.06,63.35,5.88,192.93,Loamy,cassava
237.15,6.56,56.94,30.47,32.32,6.1,51.21,Sandy,millet
645.42,16.42,179.54,29.09,55.38,6.73,184.59,Sandy,cassava
749.43,24.32,118.27,21.46,80.07,5.46,232.84,Clay,rice
809.47,26.56,213.22,26.32,89.06,6.13,297.35,Clay,oil_palm
967.11,19.52,134.92,18.12,58.69,5.67,103.42,Loamy,maize
484.33,4.07,68.92,31.21,35.43,6.32,72.09,Loamy,millet
461.35,13.2,282.4,26.7,62.71,6.42,153.37,Loamy,yam
1082.76,26.4,279.51,31.31,81.26,4.48,276.83,Loamy,oil_palm
853.12,14.35,277.6,25.74,76.87,7.0,264.03,Clay,cocoa
580.93,21.26,210.06,25.58,77.78,5.87,213.95,Loamy,yam
302.88,8.55,70.6,30.01,31.75,6.85,49.83,Loamy,millet
263.16,14.68,75.55,32.86,36.94,6.22,66.17,Sandy,sorghum
811.32,19.08,107.26,25.35,79.57,6.82,282.98,Loamy,rice
512.5,8.04,51.8,27.26,46.31,6.64,60.85,Loamy,sorghum
473.25,7.67,46.97,33.24,43.95,6.84,44.01,Loamy,millet
754.93,19.76,260.35,25.82,76.73,5.89,280.41,Loamy,cocoa
425.62,20.39,230.25,25.17,67.28,5.64,175.3,Loamy,yam
624.83,19.2,318.65,26.41,83.75,6.41,286.71,Loamy,cocoa
846.52,21.15,249.36,27.56,91.02,5.56,276.68,Loamy,oil_palm
422.49,5.36,81.86,31.12,26.48,6.43,75.48,Loamy,millet
731.18,27.38,80.4,20.08,83.33,5.41,230.71,Clay,rice
683.7,8.28,151.46,27.7,59.19,6.77,84.37,Loamy,maize
984.96,22.13,225.53,27.96,75.86,6.02,295.9,Clay,cocoa
809.27,26.16,78.08,24.82,82.12,5.6,216.15,Loamy,rice
415.7,6.38,71.47,26.28,42.63,6.52,54.97,Sandy,sorghum
692.39,15.0,186.3,26.17,72.0,5.42,210.33,Sandy,cassava
846.49,27.06,345.26,30.65,83.85,5.9,267.99,Sandy,oil_palm
633.46,12.8,171.12,29.58,65.09,5.59,152.52,Loamy,cassava
644.74,12.56,204.39,30.36,88.16,4.96,270.6,Loamy,oil_palm
850.45,23.13,94.3,22.59,58.29,5.85,61.85,Clay,maize
656.82,26.71,269.79,25.04,79.06,4.47,290.84,Clay,oil_palm
468.44,19.88,249.37,29.14,70.34,5.82,209.89,Loamy,yam
982.53,8.41,97.74,20.47,60.6,6.04,81.74,Loamy,maize
541.18,6.84,262.12,27.32,59.97,5.2,189.64,Sandy,cassava
778.39,18.13,281.97,23.63,75.62,5.9,266.5,Loamy,cocoa
1137.65,21.77,158.96,25.84,58.62,5.91,74.87,Clay,maize
403.77,13.47,51.53,32.54,41.44,6.99,63.31,Loamy,sorghum
675.64,15.6,260.57,25.7,60.6,5.61,219.87,Loamy,yam
401.21,17.44,217.17,26.97,66.76,6.07,140.95,Sandy,yam
1088.24,12.17,207.17,26.68,79.38,4.44,262.52,Clay,oil_palm
434.08,11.88,316.84,27.97,75.68,5.98,195.63,Loamy,yam
