state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Adamawa,Adamawa-LGA-13,rice,2023_dry,433.6,1.88,816.2,Grade A
Ogun,Ogun-LGA-10,cocoa,2022_dry,293.6,0.26,75.1,Grade A
Anambra,Anambra-LGA-03,oil_palm,2024_dry,411.2,4.43,1822.7,Grade B
Kaduna,Kaduna-LGA-10,cassava,2024_dry,2409.8,6.79,16361.4,Grade A
Ondo,Ondo-LGA-03,maize,2025_wet,488.6,0.82,398.3,Grade B
Edo,Edo-LGA-11,cassava,2023_wet,135.7,7.34,996.9,Grade A
Katsina,Katsina-LGA-05,rice,2024_wet,100.0,2.08,207.7,Grade B
Edo,Edo-LGA-05,millet,2022_wet,100.0,1.15,115.2,Grade B
Kogi,Kogi-LGA-11,cocoa,2023_wet,310.9,0.46,144.1,Grade C
Adamawa,Adamawa-LGA-11,cocoa,2024_dry,100.0,0.4,40.0,Grade A
FCT,FCT-LGA-14,yam,2024_wet,854.6,11.17,9544.6,Grade B
Imo,Imo-LGA-14,oil_palm,2024_dry,104.3,3.56,371.2,Grade B
FCT,FCT-LGA-02,oil_palm,2024_wet,100.0,5.06,506.4,Grade A
Kano,Kano-LGA-04,cocoa,2024_dry,596.8,0.54,321.5,Grade B
Lagos,Lagos-LGA-10,millet,2025_wet,462.0,2.08,962.0,Grade A
Taraba,Taraba-LGA-01,oil_palm,2023_dry,199.8,3.48,695.3,Grade B
Ogun,Ogun-LGA-14,cocoa,2024_wet,589.1,0.27,158.2,Grade A
Bauchi,Bauchi-LGA-14,yam,2024_dry,1277.9,6.42,8203.0,Grade B
Kogi,Kogi-LGA-05,maize,2022_wet,402.3,1.63,655.8,Grade A
Sokoto,Sokoto-LGA-14,sorghum,2023_dry,263.6,0.56,148.2,Grade A
Imo,Imo-LGA-10,cassava,2023_dry,100.0,9.51,951.4,Grade A
Oyo,Oyo-LGA-08,cassava,2025_wet,111.1,14.97,1662.6,Grade A
Kogi,Kogi-LGA-06,sorghum,2022_wet,218.6,1.42,310.6,Grade A
Abia,Abia-LGA-14,oil_palm,2022_wet,553.1,3.82,2115.3,Grade B
Ondo,Ondo-LGA-08,oil_palm,2023_dry,2761.1,5.03,13889.1,Grade A
Anambra,Anambra-LGA-14,yam,2023_wet,400.1,11.45,4580.5,Grade A
Ondo,Ondo-LGA-14,maize,2022_dry,100.0,2.33,233.2,Grade C
Lagos,Lagos-LGA-11,cassava,2024_dry,100.0,8.56,856.1,Grade B
Yobe,Yobe-LGA-05,sorghum,2023_dry,1207.0,0.3,362.1,Grade A
Yobe,Yobe-LGA-10,yam,2024_wet,142.6,7.11,1013.6,Grade B
Taraba,Taraba-LGA-11,maize,2022_wet,603.6,2.53,1524.5,Grade B
Cross River,Cross River-LGA-11,maize,2022_dry,10647.9,2.22,23619.9,Grade C
Ondo,Ondo-LGA-03,rice,2022_wet,100.0,3.39,338.7,Grade B
Borno,Borno-LGA-07,sorghum,2025_wet,238.6,1.07,255.9,Grade B
Imo,Imo-LGA-04,cassava,2024_dry,1054.5,12.31,12977.1,Grade B
Delta,Delta-LGA-09,cassava,2022_wet,445.0,12.29,5467.6,Grade C
Edo,Edo-LGA-06,cassava,2024_dry,789.7,9.17,7238.8,Grade A
Kano,Kano-LGA-14,oil_palm,2022_wet,9804.4,5.13,50335.4,Grade A
Abia,Abia-LGA-10,millet,2023_wet,836.3,1.28,1073.2,Grade A
Kogi,Kogi-LGA-10,sorghum,2024_dry,100.0,1.82,181.5,Grade C
Ebonyi,Ebonyi-LGA-02,rice,2023_wet,231.0,2.35,542.9,Grade B
FCT,FCT-LGA-04,yam,2025_wet,466.1,10.82,5041.9,Grade C
Bayelsa,Bayelsa-LGA-05,cocoa,2023_dry,3739.2,0.35,1301.2,Grade B
Benue,Benue-LGA-07,sorghum,2022_wet,2877.4,1.38,3970.1,Grade B
Edo,Edo-LGA-08,sorghum,2022_dry,1862.8,1.88,3504.8,Grade C
Sokoto,Sokoto-LGA-10,cassava,2022_dry,5024.3,6.63,33309.8,Grade B
Kogi,Kogi-LGA-04,cocoa,2023_wet,2182.1,0.56,1216.7,Grade C
Ekiti,Ekiti-LGA-07,sorghum,2025_wet,100.0,0.96,95.6,Grade B
Jigawa,Jigawa-LGA-09,maize,2025_wet,731.8,0.59,433.5,Grade B
Imo,Imo-LGA-12,oil_palm,2024_dry,2762.2,3.67,10137.8,Grade B
Plateau,Plateau-LGA-08,rice,2023_dry,421.8,2.6,1097.9,Grade C
Akwa Ibom,Akwa Ibom-LGA-03,oil_palm,2023_wet,3360.6,4.33,14543.5,Grade B
Sokoto,Sokoto-LGA-03,cassava,2024_dry,131.7,6.1,803.4,Grade B
Kano,Kano-LGA-04,maize,2023_wet,771.5,2.42,1864.3,Grade A
Kwara,Kwara-LGA-05,maize,2024_dry,229.7,3.26,748.3,Grade B
Sokoto,Sokoto-LGA-11,cocoa,2023_wet,222.8,0.49,108.4,Grade B
Plateau,Plateau-LGA-11,millet,2022_wet,732.3,1.34,981.6,Grade B
Yobe,Yobe-LGA-11,maize,2025_wet,2157.9,0.72,1561.8,Grade A
Ebonyi,Ebonyi-LGA-04,sorghum,2023_wet,1381.7,2.19,3020.7,Grade B
Kwara,Kwara-LGA-01,yam,2024_dry,100.0,11.75,1174.7,Grade A
Kaduna,Kaduna-LGA-01,sorghum,2023_dry,307.2,1.41,434.5,Grade A
Kebbi,Kebbi-LGA-04,cocoa,2025_wet,1188.5,0.56,669.3,Grade A
Lagos,Lagos-LGA-09,sorghum,2024_wet,869.2,2.4,2085.6,Grade A
Kaduna,Kaduna-LGA-03,cassava,2022_wet,227.8,11.21,2553.8,Grade A
Akwa Ibom,Akwa Ibom-LGA-09,cassava,2025_wet,100.0,8.97,896.7,Grade B
Kogi,Kogi-LGA-13,millet,2024_dry,100.0,1.29,129.3,Grade A
Abia,Abia-LGA-07,cassava,2025_wet,186.6,13.36,2493.4,Grade A
Lagos,Lagos-LGA-05,rice,2022_wet,419.6,3.23,1354.3,Grade C
Oyo,Oyo-LGA-03,rice,2023_dry,202.6,3.21,650.1,Grade A
Anambra,Anambra-LGA-08,oil_palm,2024_dry,772.9,4.42,3413.9,Grade C
Zamfara,Zamfara-LGA-05,rice,2024_wet,146.1,2.49,364.3,Grade B
Lagos,Lagos-LGA-04,maize,2024_wet,3751.9,3.13,11752.1,Grade B
Ekiti,Ekiti-LGA-05,cassava,2023_wet,143.6,10.07,1446.9,Grade A
Abia,Abia-LGA-12,sorghum,2024_dry,186.8,0.82,153.0,Grade B
Kebbi,Kebbi-LGA-03,yam,2023_dry,117.9,7.74,912.7,Grade B
Nasarawa,Nasarawa-LGA-03,oil_palm,2024_dry,963.0,4.31,4151.3,Grade A
Kano,Kano-LGA-02,cocoa,2022_wet,128.6,0.42,53.6,Grade A
Enugu,Enugu-LGA-07,maize,2024_dry,1034.5,2.02,2093.8,Grade A
Ekiti,Ekiti-LGA-05,cocoa,2023_wet,551.4,0.72,397.9,Grade B
Plateau,Plateau-LGA-13,sorghum,2022_dry,100.0,1.54,153.5,Grade C
Rivers,Rivers-LGA-10,maize,2023_dry,532.7,1.51,802.1,Grade C
Imo,Imo-LGA-11,cassava,2024_dry,145.6,10.43,1518.8,Grade B
Sokoto,Sokoto-LGA-12,oil_palm,2022_dry,994.1,2.9,2883.1,Grade A
Enugu,Enugu-LGA-14,cocoa,2022_wet,3835.9,0.39,1505.6,Grade B
Ebonyi,Ebonyi-LGA-03,maize,2025_wet,628.3,2.06,1295.3,Grade B
Anambra,Anambra-LGA-12,oil_palm,2023_dry,100.0,5.54,553.8,Grade C
Delta,Delta-LGA-06,yam,2022_dry,209.1,8.67,1813.9,Grade B
Benue,Benue-LGA-06,oil_palm,2022_dry,1442.0,3.43,4947.9,Grade A
Akwa Ibom,Akwa Ibom-LGA-04,cassava,2023_wet,120.2,6.62,796.2,Grade C
Ondo,Ondo-LGA-01,maize,2024_dry,137.6,1.85,255.0,Grade A
Ogun,Ogun-LGA-05,rice,2024_dry,138.0,2.41,332.7,Grade B
Osun,Osun-LGA-03,maize,2022_dry,180.2,1.82,327.1,Grade B
Gombe,Gombe-LGA-02,cocoa,2022_dry,233.9,0.37,87.6,Grade A
Enugu,Enugu-LGA-08,rice,2022_wet,3040.0,3.09,9397.4,Grade A
Ekiti,Ekiti-LGA-02,cocoa,2023_dry,644.0,0.47,301.1,Grade C
Lagos,Lagos-LGA-14,yam,2023_dry,136.1,14.91,2028.6,Grade B
Gombe,Gombe-LGA-06,cassava,2023_wet,100.0,10.93,1092.7,Grade C
Sokoto,Sokoto-LGA-13,rice,2022_dry,1610.1,2.64,4246.6,Grade A
Bauchi,Bauchi-LGA-09,sorghum,2023_wet,100.0,1.49,149.3,Grade A
Kogi,Kogi-LGA-03,maize,2023_dry,3507.2,1.62,5675.7,Grade B
Delta,Delta-LGA-11,rice,2024_wet,120.5,2.81,338.1,Grade B
Zamfara,Zamfara-LGA-04,maize,2024_wet,1060.4,1.81,1919.0,Grade B
Ogun,Ogun-LGA-09,millet,2022_dry,743.1,0.79,585.1,Grade B
Katsina,Katsina-LGA-08,cocoa,2022_wet,3502.6,0.33,1145.4,Grade B
Akwa Ibom,Akwa Ibom-LGA-04,cocoa,2025_wet,179.1,0.24,43.2,Grade A
Ekiti,Ekiti-LGA-05,yam,2023_dry,925.0,12.96,11984.1,Grade B
Rivers,Rivers-LGA-03,maize,2022_dry,4418.8,1.5,6645.3,Grade B
Lagos,Lagos-LGA-07,rice,2023_wet,10081.9,2.39,24140.4,Grade A
Borno,Borno-LGA-09,millet,2023_wet,100.0,0.3,30.0,Grade C
Plateau,Plateau-LGA-05,yam,2024_wet,363.6,13.98,5081.7,Grade C
Abia,Abia-LGA-04,maize,2022_dry,263.3,0.96,253.3,Grade B
FCT,FCT-LGA-12,yam,2023_wet,207.2,10.69,2215.9,Grade B
Akwa Ibom,Akwa Ibom-LGA-06,sorghum,2022_wet,117.6,2.03,238.9,Grade A
Plateau,Plateau-LGA-06,rice,2024_wet,100.0,2.35,235.1,Grade B
FCT,FCT-LGA-12,millet,2023_dry,584.0,0.8,465.6,Grade A
Ondo,Ondo-LGA-12,cassava,2022_wet,1677.2,12.93,21692.9,Grade C
Lagos,Lagos-LGA-09,cocoa,2022_dry,3575.3,0.64,2292.2,Grade A
Borno,Borno-LGA-08,maize,2022_dry,265.5,0.67,176.9,Grade A
Kogi,Kogi-LGA-07,cassava,2024_wet,1024.5,10.51,10767.0,Grade B
Lagos,Lagos-LGA-10,yam,2023_dry,431.9,11.28,4872.8,Grade A
Kaduna,Kaduna-LGA-12,sorghum,2024_wet,707.5,1.01,715.1,Grade C
Akwa Ibom,Akwa Ibom-LGA-11,millet,2023_wet,2984.2,1.37,4082.1,Grade A
Taraba,Taraba-LGA-09,millet,2023_wet,100.0,1.74,174.4,Grade A
Kano,Kano-LGA-12,cassava,2022_dry,4175.2,6.55,27353.2,Grade B
Taraba,Taraba-LGA-07,maize,2024_wet,3009.9,2.26,6802.8,Grade A
Niger,Niger-LGA-04,sorghum,2023_wet,934.7,1.05,977.2,Grade C
Lagos,Lagos-LGA-10,cocoa,2024_wet,603.4,0.62,375.9,Grade B
Taraba,Taraba-LGA-12,cassava,2025_wet,162.9,8.77,1428.2,Grade A
Kwara,Kwara-LGA-02,yam,2022_wet,19882.0,7.92,157516.1,Grade A
Anambra,Anambra-LGA-09,maize,2023_wet,225.7,3.05,688.7,Grade C
Akwa Ibom,Akwa Ibom-LGA-07,cocoa,2024_wet,591.4,0.15,91.0,Grade B
Abia,Abia-LGA-11,maize,2024_wet,100.0,1.98,198.0,Grade B
Plateau,Plateau-LGA-10,millet,2023_wet,818.5,1.41,1155.4,Grade B
Enugu,Enugu-LGA-13,sorghum,2025_wet,555.4,1.65,917.9,Grade B
FCT,FCT-LGA-09,yam,2022_dry,41442.0,7.93,328633.3,Grade B
Kogi,Kogi-LGA-09,millet,2022_dry,108.8,1.34,145.4,Grade B
Adamawa,Adamawa-LGA-04,cocoa,2022_dry,307.0,0.34,103.2,Grade B
Adamawa,Adamawa-LGA-07,millet,2023_dry,119.5,0.97,115.5,Grade C
Enugu,Enugu-LGA-02,yam,2023_dry,377.3,12.38,4669.7,Grade B
Kwara,Kwara-LGA-08,maize,2025_wet,674.5,1.61,1082.9,Grade B
Jigawa,Jigawa-LGA-08,maize,2025_wet,131.6,2.32,304.8,Grade A
Imo,Imo-LGA-13,cassava,2024_wet,4792.4,10.16,48706.4,Grade B
Ekiti,Ekiti-LGA-05,cassava,2025_wet,2539.6,6.49,16470.7,Grade B
Adamawa,Adamawa-LGA-05,sorghum,2025_wet,233.6,0.88,205.5,Grade A
Niger,Niger-LGA-12,millet,2022_wet,262.3,0.95,248.2,Grade B
Gombe,Gombe-LGA-10,cassava,2024_dry,271.3,6.16,1670.9,Grade B
Ekiti,Ekiti-LGA-06,rice,2022_wet,202.9,3.49,707.7,Grade A
Katsina,Katsina-LGA-07,yam,2023_wet,100.0,8.13,813.2,Grade B
Jigawa,Jigawa-LGA-02,oil_palm,2024_dry,1086.2,3.81,4135.5,Grade B
Delta,Delta-LGA-12,cocoa,2025_wet,674.6,0.53,357.4,Grade A
Oyo,Oyo-LGA-11,sorghum,2022_dry,145.1,2.24,325.3,Grade B
Bayelsa,Bayelsa-LGA-11,cassava,2023_wet,100.0,7.76,775.8,Grade B
Taraba,Taraba-LGA-09,yam,2024_dry,160.6,8.77,1409.4,Grade B
Abia,Abia-LGA-08,cassava,2022_dry,1570.9,10.82,16997.9,Grade C
Nasarawa,Nasarawa-LGA-11,maize,2023_dry,1742.1,1.45,2534.2,Grade B
Plateau,Plateau-LGA-07,cassava,2023_dry,715.9,11.58,8291.6,Grade B
Yobe,Yobe-LGA-07,sorghum,2024_wet,1203.7,0.31,367.9,Grade B
Bayelsa,Bayelsa-LGA-13,cassava,2024_dry,279.5,8.98,2509.7,Grade A
Delta,Delta-LGA-14,yam,2024_dry,458.9,12.07,5536.7,Grade B
Gombe,Gombe-LGA-12,yam,2022_wet,671.2,9.84,6606.9,Grade A
Plateau,Plateau-LGA-13,cocoa,2025_wet,305.1,0.35,105.7,Grade C
Taraba,Taraba-LGA-01,yam,2024_wet,493.9,10.57,5223.4,Grade B
Kwara,Kwara-LGA-14,maize,2025_wet,7168.1,2.82,20185.6,Grade A
Edo,Edo-LGA-13,maize,2023_dry,530.6,2.81,1492.4,Grade B
Kaduna,Kaduna-LGA-01,cocoa,2025_wet,751.9,0.43,326.2,Grade C
Kwara,Kwara-LGA-01,yam,2023_dry,956.0,14.54,13901.5,Grade C
Rivers,Rivers-LGA-12,cocoa,2024_dry,223.7,0.53,118.1,Grade B
Benue,Benue-LGA-14,millet,2023_wet,226.7,1.1,248.4,Grade C
Gombe,Gombe-LGA-07,oil_palm,2023_wet,506.9,2.81,1423.3,Grade C
Akwa Ibom,Akwa Ibom-LGA-08,yam,2023_dry,828.0,11.14,9225.9,Grade A
Katsina,Katsina-LGA-11,rice,2023_dry,18438.3,1.39,25580.1,Grade A
Anambra,Anambra-LGA-06,maize,2022_wet,293.6,2.04,598.2,Grade B
Ondo,Ondo-LGA-10,cassava,2025_wet,1452.2,14.61,21223.3,Grade B
Abia,Abia-LGA-04,rice,2022_wet,624.3,3.27,2043.0,Grade B
Plateau,Plateau-LGA-09,rice,2022_dry,503.7,4.57,2300.9,Grade A
Rivers,Rivers-LGA-07,millet,2024_wet,100.0,1.24,124.4,Grade B
Rivers,Rivers-LGA-09,oil_palm,2023_wet,100.0,4.03,402.5,Grade A
Ondo,Ondo-LGA-04,oil_palm,2022_wet,483.4,2.99,1444.4,Grade B
Kebbi,Kebbi-LGA-11,sorghum,2025_wet,3071.3,0.3,921.4,Grade C
Kano,Kano-LGA-07,cocoa,2023_wet,328.8,0.17,57.0,Grade B
Ondo,Ondo-LGA-08,sorghum,2022_wet,100.0,1.66,166.3,Grade B
Lagos,Lagos-LGA-14,oil_palm,2024_dry,719.5,4.74,3412.6,Grade A
Sokoto,Sokoto-LGA-12,rice,2023_dry,704.5,3.1,2180.9,Grade C
Enugu,Enugu-LGA-09,sorghum,2022_wet,262.4,0.87,229.4,Grade B
Lagos,Lagos-LGA-04,maize,2023_wet,1502.0,1.64,2469.5,Grade C
Akwa Ibom,Akwa Ibom-LGA-01,cassava,2022_wet,784.2,9.84,7717.1,Grade A
Jigawa,Jigawa-LGA-11,cocoa,2022_wet,1505.1,0.49,736.0,Grade B
Yobe,Yobe-LGA-08,rice,2023_dry,478.5,1.77,848.2,Grade A
Anambra,Anambra-LGA-03,maize,2024_dry,245.2,1.87,458.9,Grade A
Delta,Delta-LGA-10,oil_palm,2022_wet,233.5,3.31,773.6,Grade A
Yobe,Yobe-LGA-07,oil_palm,2024_dry,863.5,1.82,1571.4,Grade C
Kogi,Kogi-LGA-11,oil_palm,2025_wet,100.0,3.0,300.3,Grade C
Oyo,Oyo-LGA-10,rice,2023_dry,182.1,3.36,610.9,Grade C
Kaduna,Kaduna-LGA-07,maize,2022_dry,1902.1,1.47,2790.9,Grade C
Kwara,Kwara-LGA-02,sorghum,2023_dry,735.2,1.5,1106.2,Grade A
Taraba,Taraba-LGA-05,millet,2023_wet,739.5,1.36,1005.4,Grade B
Plateau,Plateau-LGA-02,yam,2024_wet,201.0,8.72,1751.9,Grade A
Imo,Imo-LGA-14,sorghum,2024_wet,2289.6,0.3,686.9,Grade B
Adamawa,Adamawa-LGA-01,rice,2023_wet,1352.0,3.64,4923.5,Grade B
Rivers,Rivers-LGA-09,sorghum,2024_wet,358.3,2.27,813.0,Grade C
Osun,Osun-LGA-03,cocoa,2023_wet,100.0,0.56,56.0,Grade C
Anambra,Anambra-LGA-02,oil_palm,2022_wet,1367.1,5.04,6883.4,Grade C
Ekiti,Ekiti-LGA-04,sorghum,2024_wet,123.0,1.49,183.3,Grade A
Abia,Abia-LGA-10,maize,2023_dry,297.3,0.61,180.1,Grade B
Katsina,Katsina-LGA-11,rice,2025_wet,207.4,2.49,516.5,Grade C
Plateau,Plateau-LGA-04,cassava,2023_wet,901.2,10.25,9235.7,Grade B
Kano,Kano-LGA-07,sorghum,2024_wet,717.1,1.27,907.3,Grade B
Osun,Osun-LGA-03,yam,2023_dry,758.0,14.04,10645.1,Grade A
Ogun,Ogun-LGA-05,cocoa,2024_wet,918.0,0.52,475.3,Grade B
Imo,Imo-LGA-06,maize,2024_dry,206.7,2.14,441.7,Grade B
Ebonyi,Ebonyi-LGA-10,oil_palm,2025_wet,582.6,3.47,2019.0,Grade A
Jigawa,Jigawa-LGA-12,cassava,2024_wet,266.5,7.33,1954.0,Grade B
Borno,Borno-LGA-05,cocoa,2023_dry,5717.6,0.17,956.8,Grade C
Zamfara,Zamfara-LGA-02,cocoa,2025_wet,2976.0,0.22,646.2,Grade B
Zamfara,Zamfara-LGA-14,yam,2024_dry,182.2,9.67,1762.0,Grade B
Kano,Kano-LGA-08,cocoa,2023_dry,327.7,0.51,166.8,Grade C
Benue,Benue-LGA-04,cocoa,2023_dry,290.8,0.55,161.3,Grade A
Ebonyi,Ebonyi-LGA-13,cassava,2024_wet,642.1,8.89,5706.5,Grade A
Abia,Abia-LGA-02,yam,2023_wet,100.0,12.84,1283.7,Grade B
Bayelsa,Bayelsa-LGA-11,maize,2022_wet,118.4,2.84,336.7,Grade C
Oyo,Oyo-LGA-08,maize,2024_wet,217.4,2.54,551.9,Grade C
Bauchi,Bauchi-LGA-04,millet,2022_wet,4310.2,1.25,5400.3,Grade B
Sokoto,Sokoto-LGA-06,maize,2024_dry,280.2,2.12,592.9,Grade C
Kano,Kano-LGA-05,yam,2024_wet,5200.5,7.59,39448.0,Grade B
Kwara,Kwara-LGA-14,millet,2025_wet,4119.2,1.01,4145.2,Grade B
Kwara,Kwara-LGA-10,rice,2025_wet,208.8,3.68,767.7,Grade B
Kaduna,Kaduna-LGA-10,yam,2024_wet,136.7,10.38,1418.8,Grade B
Kwara,Kwara-LGA-14,sorghum,2023_wet,383.0,0.61,234.2,Grade B
Enugu,Enugu-LGA-03,cocoa,2022_dry,225.3,0.3,66.9,Grade B
Edo,Edo-LGA-14,yam,2022_wet,100.0,11.92,1191.6,Grade A
Ebonyi,Ebonyi-LGA-12,yam,2024_dry,1142.6,10.3,11769.9,Grade A
Niger,Niger-LGA-11,maize,2025_wet,358.3,2.35,840.4,Grade B
Oyo,Oyo-LGA-01,oil_palm,2024_dry,1597.4,4.21,6722.1,Grade C
Jigawa,Jigawa-LGA-12,yam,2025_wet,776.7,8.46,6573.0,Grade B
Kogi,Kogi-LGA-06,cocoa,2023_wet,2393.1,0.7,1665.0,Grade B
Bauchi,Bauchi-LGA-08,oil_palm,2024_dry,141.0,2.96,417.4,Grade B
Sokoto,Sokoto-LGA-07,sorghum,2023_wet,948.5,1.36,1287.4,Grade B
Gombe,Gombe-LGA-11,oil_palm,2025_wet,187.5,4.1,769.3,Grade B
Kwara,Kwara-LGA-10,cassava,2022_dry,388.8,12.52,4867.9,Grade B
Nasarawa,Nasarawa-LGA-12,sorghum,2022_wet,100.0,2.54,254.1,Grade B
Cross River,Cross River-LGA-02,cocoa,2024_dry,666.9,0.34,226.5,Grade B
Anambra,Anambra-LGA-03,rice,2022_wet,113.7,1.3,148.3,Grade C
Lagos,Lagos-LGA-12,rice,2023_dry,2320.8,3.13,7265.1,Grade B
Zamfara,Zamfara-LGA-10,cassava,2023_wet,4692.8,5.52,25902.5,Grade B
Abia,Abia-LGA-10,cassava,2025_wet,417.0,9.13,3808.8,Grade C
Borno,Borno-LGA-01,millet,2024_dry,100.0,0.64,63.5,Grade A
Abia,Abia-LGA-05,sorghum,2023_wet,227.5,1.27,289.8,Grade C
FCT,FCT-LGA-13,maize,2023_wet,221.9,2.01,446.6,Grade B
Bauchi,Bauchi-LGA-03,millet,2023_wet,2691.0,1.37,3673.7,Grade B
Kebbi,Kebbi-LGA-02,yam,2023_wet,2584.4,5.51,14237.6,Grade B
Kebbi,Kebbi-LGA-01,maize,2022_wet,1010.7,2.2,2222.5,Grade A
Akwa Ibom,Akwa Ibom-LGA-12,maize,2023_dry,369.5,3.16,1167.5,Grade B
Taraba,Taraba-LGA-06,maize,2024_dry,1085.6,1.31,1417.0,Grade A
Benue,Benue-LGA-06,sorghum,2024_wet,2996.5,1.94,5799.8,Grade C
Bayelsa,Bayelsa-LGA-13,cocoa,2024_dry,101.7,0.48,48.5,Grade C
Nasarawa,Nasarawa-LGA-02,cassava,2023_wet,102.6,11.99,1230.2,Grade B
Sokoto,Sokoto-LGA-10,millet,2025_wet,668.7,1.23,824.6,Grade C
Yobe,Yobe-LGA-11,oil_palm,2025_wet,278.9,1.25,348.7,Grade C
Adamawa,Adamawa-LGA-09,cassava,2022_wet,100.0,6.12,612.0,Grade B
Imo,Imo-LGA-11,millet,2025_wet,188.8,1.25,236.7,Grade A
Borno,Borno-LGA-02,millet,2024_dry,100.0,1.24,124.1,Grade B
Plateau,Plateau-LGA-14,yam,2022_wet,100.0,12.4,1240.0,Grade C
Adamawa,Adamawa-LGA-14,maize,2023_wet,306.8,1.28,392.9,Grade C
Jigawa,Jigawa-LGA-02,millet,2024_wet,187.5,0.32,60.5,Grade B
Benue,Benue-LGA-01,oil_palm,2023_dry,1220.5,2.18,2659.1,Grade B
Plateau,Plateau-LGA-10,cocoa,2023_wet,100.0,0.44,44.3,Grade B
Enugu,Enugu-LGA-09,oil_palm,2023_wet,11459.4,3.33,38144.0,Grade B
Abia,Abia-LGA-09,cassava,2024_dry,100.0,9.62,962.3,Grade A
Bayelsa,Bayelsa-LGA-02,cocoa,2022_dry,9951.7,0.53,5287.5,Grade B
Ekiti,Ekiti-LGA-06,cocoa,2022_dry,100.0,0.58,57.8,Grade B
Imo,Imo-LGA-10,millet,2023_wet,1345.8,1.37,1838.8,Grade C
Zamfara,Zamfara-LGA-05,millet,2023_wet,100.0,1.27,127.3,Grade B
Delta,Delta-LGA-02,cocoa,2023_wet,597.6,0.51,302.2,Grade C
Ebonyi,Ebonyi-LGA-14,rice,2022_wet,1747.8,2.68,4677.5,Grade A
Cross River,Cross River-LGA-05,oil_palm,2024_wet,1164.1,2.27,2642.3,Grade A
FCT,FCT-LGA-09,yam,2023_wet,341.8,11.02,3767.7,Grade A
Kaduna,Kaduna-LGA-08,millet,2023_wet,879.4,1.31,1149.5,Grade B
Nasarawa,Nasarawa-LGA-11,millet,2023_dry,100.0,0.91,90.5,Grade C
Kaduna,Kaduna-LGA-11,oil_palm,2022_wet,469.4,3.5,1644.0,Grade B
Cross River,Cross River-LGA-11,oil_palm,2024_dry,600.1,2.98,1787.5,Grade B
Katsina,Katsina-LGA-08,millet,2023_wet,212.3,0.74,156.7,Grade C
Enugu,Enugu-LGA-07,maize,2024_dry,3263.9,1.58,5161.0,Grade B
Zamfara,Zamfara-LGA-11,cocoa,2023_dry,100.0,0.4,39.9,Grade B
Benue,Benue-LGA-05,sorghum,2023_wet,247.7,1.84,454.7,Grade B
Ebonyi,Ebonyi-LGA-02,millet,2025_wet,2823.5,0.8,2247.6,Grade A
Enugu,Enugu-LGA-04,oil_palm,2023_dry,185.4,3.82,707.6,Grade B
Kaduna,Kaduna-LGA-05,millet,2022_wet,119.3,0.87,103.9,Grade B
Ebonyi,Ebonyi-LGA-08,millet,2023_dry,151.2,1.04,158.0,Grade B
Osun,Osun-LGA-02,maize,2022_dry,176.9,2.67,472.8,Grade B
Yobe,Yobe-LGA-02,cocoa,2024_dry,4934.8,0.1,493.5,Grade B
Benue,Benue-LGA-01,cocoa,2024_wet,2815.9,0.54,1516.3,Grade A
FCT,FCT-LGA-13,oil_palm,2024_dry,1144.1,3.54,4050.0,Grade A
Zamfara,Zamfara-LGA-10,yam,2025_wet,561.9,8.16,4587.3,Grade B
Sokoto,Sokoto-LGA-01,oil_palm,2022_dry,184.0,2.29,422.1,Grade B
Edo,Edo-LGA-11,yam,2023_wet,326.5,8.71,2842.4,Grade A
Kaduna,Kaduna-LGA-04,maize,2025_wet,254.2,2.8,710.5,Grade A
Ondo,Ondo-LGA-03,cocoa,2024_wet,1995.2,0.3,588.9,Grade B
Katsina,Katsina-LGA-10,millet,2024_dry,191.1,0.93,178.1,Grade A
Ondo,Ondo-LGA-10,cassava,2022_dry,4053.1,12.56,50917.5,Grade A
Delta,Delta-LGA-08,sorghum,2024_wet,100.0,1.76,176.0,Grade C
Delta,Delta-LGA-10,cassava,2023_wet,785.1,11.43,8974.8,Grade B
Ogun,Ogun-LGA-11,sorghum,2025_wet,261.4,1.07,280.5,Grade B
Anambra,Anambra-LGA-11,cassava,2022_wet,431.8,8.66,3740.7,Grade B
Delta,Delta-LGA-01,cocoa,2022_dry,346.8,0.54,185.5,Grade A
Kwara,Kwara-LGA-07,sorghum,2024_wet,2111.7,1.45,3060.4,Grade B
Edo,Edo-LGA-02,rice,2022_dry,100.0,3.39,339.1,Grade A
Kano,Kano-LGA-02,yam,2024_dry,149.5,11.87,1774.3,Grade A
Taraba,Taraba-LGA-08,yam,2022_dry,296.7,10.45,3099.9,Grade C
Niger,Niger-LGA-07,rice,2023_dry,794.3,3.37,2680.2,Grade B
Akwa Ibom,Akwa Ibom-LGA-12,millet,2023_dry,4223.2,1.41,5936.2,Grade B
Osun,Osun-LGA-03,cocoa,2022_wet,1235.8,0.66,812.7,Grade A
Kaduna,Kaduna-LGA-07,cocoa,2023_dry,100.0,0.49,49.3,Grade B
Cross River,Cross River-LGA-14,rice,2023_wet,565.6,3.66,2068.4,Grade A
Adamawa,Adamawa-LGA-07,sorghum,2024_wet,9013.7,0.67,6038.4,Grade B
Adamawa,Adamawa-LGA-06,cassava,2024_wet,465.3,8.65,4024.2,Grade B
